Question,Response,Article Link
What all can a manager do?,"1. A manager's job is to approve her reportee's leaves. They get an approval request when their reportee applies for time off that needs their approval or they get an FYI notification when their reportee submits a time off request that does not require an approval (like say a WFH or a sick leave). 



2. For approving pending leaves: In case a manager has missed a leave approval notification, they can simply type ""pending leaves"" to quickly get a list of vacation requests pending their approval.



Slack:





MS Teams:





G Chat



3. Check reportees: A manager can look at their reportees by saying ""my reportees"" across any of the platforms.





4. Team's Absence Report: They can look at their team's absence report by saying ""team report"" and specifying the department. 



Slack:





MS Teams:



G Chat





5. Team's timesheet report : They can access the team's time tracking report by saying ""timesheet team report"" by specifying the office, departments, projects etc and hitting ""Confirm"". This will generate a csv report which can be downloaded.



Slack:





MS Teams:





G Chat:





6. Absence or Timesheet for specific user : They can get a quick team absence summary for someone by saying ""summary @reportee"" and a quick timesheet report by saying ""timesheet @reportee"".



Slack:









MS Teams:









G Chat









7. Apply leave on employee's behalf: You can type the command like ""@reportee vacation tomorrow"" or simply type in the ""apply"" command and follow the prompt. (Please note ""Apply"" command works only with Slack)



8. Add or edit punches for employee: 



a) For adding punches - Simply head to the AttendanceBot dashboard-->Time Tracking-->Edit Timesheet. Select the date, the employee from the drop down.



Click on ""Add punches""



A dialogue box will open, where you can fill out the details of the Punch In-Out Date & Time and hit ""Save""







b) For editing punches: Simply head to the AttendanceBot dashboard-->Time Tracking-->Edit Timesheet. Select the date, the employee from the drop down. 

Select on the ""Expand"" option for the particular date





Click on the pencil icon to edit the punches





Now update the punches here as per your requirements and hit ""save""



",https://attendancebot.freshdesk.com/a/solutions/articles/17000118266
What are the different roles?,"1. All users are considered employees. Before doing anything else, all employees have to first specify their manager. 



2. Any one with reportees (who has been set by someone as their manager) is considered a manager. 



3. Administrator - The person who added AttendanceBot to the Slack team is by default the team administrator. An administrator can control several team wide settings and is responsible for managing the subscription. To change this please reach the support team by saying ""dialm"".



",https://attendancebot.freshdesk.com/a/solutions/articles/17000120820
Configure Calendar Permissions,"To make sure users in your team have the right visibility to colleague leaves, calendars, and punch status, AttendanceBot admins can set viewing permissions right in the vacation calendar.

There are six viewing access options available to be configured, set independently for each of the three permission levels (admin, manager, reportee):

Company-wide: This is the default.. When enabled, users will be able to view the calendar for everyone in the company.
Department-wide: This will let users view the calendar of all the employees who are in the same department. (To set this up, first, create departments and then tag the employees with their respective departments).
Office-wide: This will let users view the calendar of all the employees who are in the same office. (To set this up, first, create offices and then tag the employees with their respective offices).
Tree Team-wide: This will let users view the calendar of their direct managers, direct peers, and tree reportees. Tree reportees are all the reportees of reportees till the last branch.
Team-wide: This will let users view the calendar of their direct managers and reportees.
Self only: This will let users view their own calendars only.


To configure for your team, head to the settings panel & navigate to the Vacation Management >> Calendar >> Configure button.





Select the desired configuration for each user type:





Once done then close the pop-up menu & the settings will be saved for your team. 



Give this a try & if you face any issues configuring this feel free to write to our support desk at sarah@harmonizehq.com.

",https://attendancebot.freshdesk.com/a/solutions/articles/17000124502
How to send hours to Gusto for payroll?,"AttendanceBot is a time-tracking and vacation management tool that tracks PTO and vacation time for your employees as well as the hours worked. 



With a simple “in” and “out” messages, you can log in your hours and even track the time spent on projects. Request time-offs by typing “apply” and update your vacation status. 



By integrating AttendanceBot and Gusto, you can run payroll for the hours worked by your employees.



Connect AttendanceBot to Gusto



Head to the settings page on AttendanceBot by typing ""settings"" on your chat app (Slack, MS Teams, or Google Chat).
Click Integrations---->“Integrate with Gusto” to connect a pre-existing account or sign up for a new Gusto account.
Enter Gusto credentials and Authorize.
Once successful, you’ll get a confirmation message.


If you are new to Gusto, you can also create an account on Gusto by clicking on “Create a new account”.



Map employees from Gusto to AttendanceBot



From your company, review the list of employees you’d like to sync to AttendanceBot.
Sync employees and map them to AttendanceBot.
Unmapped employees from Gusto are shown on the right side of the screen where you can select and map any of the employees.


Send timesheet data to Gusto



On the Payroll tab, select the pay period that you’d like to sync to Gusto.
Click on the pay period and see the employee hours.
Click on “Sync” to send the hours to Gusto.
Once done, you won’t be able to edit hours on AttendanceBot.
Click on ""Re-import data from Gusto"" to fetch the updated information on the Gusto tab.


Note: Gusto integration is available on the pro plan.



Connecting Gusto to Slack/MS Teams/Google Chat



Go to the Settings sections and click the Integrations tab.
Click Provisioning apps under “Featured”.
Choose the software you’d like to connect and click ""Connect"".
Enter login credentials.
Allow Gusto access to the software.
Once connected you’ll have the option to Match your accounts, which will match your existing employee accounts in Gusto with the accounts in the third party app. 
",https://attendancebot.freshdesk.com/a/solutions/articles/17000112898
How do you pass hours for contractors from AttendanceBot to Gusto?,"How to pass hours from AttendanceBot to Gusto for contractors you ask?



1. Download hours CSV from AttendanceBot and upload it to Gusto to process payroll for hourly wage contractors.



2. Head to Settings -> Gusto -> Sync 1099 Employees. You’ll see contractors matched between AttendanceBot and Gusto (contractors are matched on the basis of their email address). In case a contractor from Gusto is not matched to the corresponding contractor on AttendanceBot, select the same under “Unmatched Contractors” and match them.







3. Select the pay period for which you wish to generate their hours and click “Generate report”. Note that hours are populated only for hourly wage contractors.



4. Upload the hours CSV to contractor payroll on Gusto to process their payroll.





Give this a try & let us know if you face any challenges setting these up.

",https://attendancebot.freshdesk.com/a/solutions/articles/17000119375
How do I install AttendanceBot in Slack?,"Add the bot to Slack by searching for ""AttendanceBot"" under Apps, clicking ""Add to Slack"" and follow the prompts.

2. Once added, the app on-boards the admin and asks permission to introduce itself to the team. We would recommend you say yes.

3. Now everyone would get a direct message from AttendanceBot and they can start using the AttendanceBot for leave tracking and time tracking.





Tip 1: We suggest that you create a special channel in Slack for announcing your team's attendance. Once the channel is created, just invite AttendanceBot by typing the command ""/invite @attendancebot"" in the new channel.
Tip 2: Say ""help"" to know the commands and when you get stuck say ""dialm"" to connect with someone on our team who would help you through live chat.


If you wish to invite your team, here's an article you can follow

",https://attendancebot.freshdesk.com/a/solutions/articles/17000118255
How do I invite my team to start using AttendanceBot?,"AttendanceBot syncs up with Slack and you can find the profile of your employees on the settings panel. 



Here's how you can find your teammates in 2 simple steps:



1) Please open the settings panel by typing ""Settings"" as a direct message to AttendanceBot and click on the URL prompted. Once you open the dashboard, please head to people --> personnel tab. 





2) Please toggle off ""Show active personnel only"" button. 







You can then look up the profile by typing their name on the search bar and click on ""active"" button present on the profile tile.





Note: If you wish to activate the profiles of the new joinees in your Slack workspace, please go to the basic settings tab --> other settings --> switch on ""Activate new users"" tab and they will be able to use AttendanceBot. 





If you still are unable to find your teammate, please type ""dialm"" and open a support ticket with us and we will look up for you





To setup managers for your employees, you can follow this article",https://attendancebot.freshdesk.com/a/solutions/articles/17000115576
How do I assign manager to my employees?,"You can assign the manager using the settings panel. 

1) Just click on this link and open the profile of the employee. 



2) Select the manager name from the dropdown menu and hit save. 





You have now assigned the manager to your employee. 



If you wish to change the manager, please type ""Change manager @username"" and select the name from the dropdown menu





Note:

If you wish to restrict your employee from changing their manager, you can do that on the settings panel. 



",https://attendancebot.freshdesk.com/a/solutions/articles/17000132179
How do I add my manager?,"Setting up approval workflows with AttendanceBot is super easy. Employees can set the manager to themselves or add a manager. 



- Adding manager for the 1st time:

When you create your first vacation request, AttendanceBot will ask you to add your manager. You can either select ""Self"" if you don't have any manager or select the name of the manager from the dropdown menu.



- Changing the manager

1) You can also change your manager anytime by typing 'change manager' and select the name from dropdown menu





2. Once set, your subsequent vacation requests will go to your manager for approvals.



",https://attendancebot.freshdesk.com/a/solutions/articles/17000052712
How do I find my missing employee profile on the dashboard? (Slack),"AttendanceBot syncs with your platform and identifies employees using that workspace. While you're not able to add an employee if they're not present in the workspace already, if you have added an employee to your workspace and it's not showing up on the dashboard, here's a quick troubleshoot: 



1) From the ""Settings"" panel, head to people --> personnel



2) Toggle off ""Show active personnel only""



3) If you are able to find their profile, check ""active"" at the right. If you are UNABLE to find their profile, click the top teal ""RE-SYNC"" button and wait 1-4 hours before retrying this process or contacting support. 



",https://attendancebot.freshdesk.com/a/solutions/articles/17000131680
How do I update timezone for my employee in AttendanceBot(Slack)?,"AttendanceBot automatically picks up the Timezone of the users directly from their Slack account. If you want to update your Timezone, please follow the steps below :

1. From your desktop, click your workspace name on the top right hand side of your screen.



2. Choose the ""Preferences"" tab from the dropdown list.



3. Click on the ""Language & Region"" tab and select the timezone of your choice.



",https://attendancebot.freshdesk.com/a/solutions/articles/17000093806
How do I deactivate a user in AttendanceBot?,"In case you'd like to prevent employees from interacting and using AttendanceBot, deactivating is simple:



1) Open the settings panel by typing ""Settings"" as a direct message to AttendanceBot and click on the link prompted.



2) Once you open the dashboard, please head to people --> personnel tab --> find the employee using search or scroll



3) Click the ""Inactive"" toggle present on the right of the profile tile



NOTE: by default AttendanceBot hides already inactive employees, but this can be changed using the toggle at the top.



These employees wont be able to use the app then.

",https://attendancebot.freshdesk.com/a/solutions/articles/17000131681
How do I setup channel notifications in Slack?,"Looking for real-time updates about team activity? Want to notify channels about key upcoming events for members? AttendanceBot can help you precisely by giving you all the alert, announcement, and notification tools you need, where you need them.



Popular alerts include:

Upcoming vacation or wfo/wfh for the week
Birthdays and workaversaries
Availability - who’s in, out, lunching, or breaking
Alerts when overtime is assigned, or key shifts are reassigned


Please make sure AttendanceBot is added to the channel for it to make announcement. 

To add AttendanceBot to a a specific channel, please type ""/invite @attendancebot"" and it will be added



If you want to have announcement for team separately, we recommend you to create multiple channels for different teams and invite @attendancebot there. 



You can check out the different channel notification by clicking on ""Create new"" on this link. 





Here is a quick video to demonstrate how you could set up channel level notification using the AttendanceBot.




",https://attendancebot.freshdesk.com/a/solutions/articles/17000118249
How long is my AttendanceBot trial?,"Slack/ Microsoft Teams/ Hangout



AttendanceBot comes with a 14 day free trial on Slack, Microsoft Teams and Google chat. Admin of the account will receive a DM from the app once you approach the end of the trial. 





In case you don't use the above platforms, AttendanceBot is available in a Web version too. 

The trial period for AttendanceBot Web is 30 days



You can check out our pricing plans by clicking on this link - https://www.attendancebot.com/pricing/



NOTE: We won't auto-charge your credit card after the trial period is over. We explicitly ask you to subscribe to the app.",https://attendancebot.freshdesk.com/a/solutions/articles/17000115577
Can I review all the managers and reportees?,"Yes you can! Just type 'org chart' and you'll be able to download the org summary that details who has set up who as their manager. 







The org chart would looks something like the following:





If you wish to change the manager of your employee, just follow this article

",https://attendancebot.freshdesk.com/a/solutions/articles/17000063987
How to change the date format?,"Only the admins of the team can set the default date format. To do this, type `settings`, head to settings panel and update your default date format.



If your team don't have common date format (or have employees working in different geographies with different date formats), then employees can set up their personal date format by typing `settings`





",https://attendancebot.freshdesk.com/a/solutions/articles/17000118252
How do I define my team's work week?,"By default we assign all teams to have Monday to Friday as their default work week. In case you want to update, just type `settings` and head to dashboard to change the work-week.





",https://attendancebot.freshdesk.com/a/solutions/articles/17000052711
How do I uninstall AttendanceBot from Slack?,"To uninstall AttendanceBot from your Slack account, please follow the steps below :




1. Select the AttendanceBot app on Slack and click on the “About"" tab





2. Select the ""Configuration"" tab and you will be re-directed to Slack app directory page.

3. Scroll down to Remove Application section and click on the Remove App button to remove it from your workspace.


",https://attendancebot.freshdesk.com/a/solutions/articles/17000121227
How can I apply leave in Slack?,"You can request leave in AttendanceBot in just 3 simple steps:



1) Type ""Apply"" as a direct message to the app and click on the resulting ""Apply"" button. 



2) Select the leave type, duration, and date - leave type will display current balances. Managers will have the additional option to select which employee they're applying for. 

Add a comment as necessary and hit ""Submit"" 







3) If the request requires approval, it will be sent to your manager and you will be notified by AttendanceBot when your leave is approved. If no approval is required, AttendanceBot will let you know the leave is auto-approved.



While there are additional quick-apply options like ""sick today,"" apply is the most robust option.



Note: If you wish to edit the leave, you need to delete the existing leave and re-apply it. Here's how you can do that - https://attendancebot.freshdesk.com/a/solutions/articles/17000131566",https://attendancebot.freshdesk.com/a/solutions/articles/17000131679
How can I request for an hourly or half day leave?,"You can apply for hourly or First/second half day leaves in AttendanceBot. 



1) Please type ""Apply"" as a DM to AttendanceBot and click on Apply button. 







2) Select the leave type, duration as few hours, pick the date and select the time slot for which you wish to apply leave and hit confirm. If you wish to apply for first half, please pick ""First half"" as the leave duration and likewise ""Second half"" for the second half of the day. 





AttendanceBot will show hourly leave in the ""summary"" command and the leave report



The leave type you are planning to apply should have the ""hourly leave"" option enabled by the admins of the account and only can employee apply for it. 



Note: If you wish to edit the approved leave, you need to delete the existing leave and re-apply it. Here's how you can do that - https://attendancebot.freshdesk.com/a/solutions/articles/17000131566

",https://attendancebot.freshdesk.com/a/solutions/articles/17000049824
How can manager/admin apply leave on behalf of employee?,"1. Managers can apply for time off on behalf of their reporting employees by typing in the command ""Apply leave @Username"" and follow the prompt. This feature works for all types of leaves - vacation, sick and wfh.





2. Pick the leave type, duration, date from the dropdown menu and hit Submit






3. Since a manager is applying directly on behalf of the reportee, there is no other approval needed and the time off gets recorded once the manager confirms it. The employee also gets notified about their time off.






Note: 

If you want to delete your employee's approved leave request, you can follow this article

",https://attendancebot.freshdesk.com/a/solutions/articles/17000029132
How do I edit my approved leave?,"You can't edit but have to delete the leave and then request a fresh leave. 



To delete the leave:

1) Please type ""delete"" as a direct message to the app and you will a list of all the leaves applied. 

2) Select the leave you wish to delete and click on ""delete"" button. 





3) You can then apply for a new leave by typing ""Apply"" to AttendanceBot and selecting the relevant details mentioned in this article",https://attendancebot.freshdesk.com/a/solutions/articles/17000131566
How to download my team's vacation data or reports?,"1. Managers can download vacation reports by simply typing in the command 'report' into the AttendanceBot and following the prompt. Select the report type as Leave Report/Leave Summary Report/Leave Balance Report as per your requirement & enter details like duration, employees and hit ""Confirm"".





2. They can also pass an optional date range like 'leave report from 15th March to 15th April""





3. People with admin roles can download org wide report by typing 'team report'. Similar to 'report', they can also pass an optional date range. In case you have set up departments for your org, when you type 'team report' you will get an option to download reports for specific departments. You can choose the department you want or choose All to download org wide data. 









Note:

To generate payroll report, you can follow this article",https://attendancebot.freshdesk.com/a/solutions/articles/17000063984
How do I delete my leave requests?,"To delete your upcoming leave requests, just type delete to the bot and all your upcoming leaves will be displayed. Each leave will contain a Delete option right below it.





You can then press the Delete button for the particular leave which you want to delete and the bot will ask you to confirm the action.

Once you confirm this(by pressing the Delete button), that leave will be deleted and you will be notified of the same.



Once deleted, the manager is notified about the upcoming leave request being deleted.





Note: 

If you want to delete your past approve leave request, you need to ask your manager and ask them to follow this article

",https://attendancebot.freshdesk.com/a/solutions/articles/17000121203
How do I delete a leave applied by my employee?,"1. To delete a leave applied by a member of your team, please type the command ""delete @username"" to the AttendanceBot where ""@username"" refers to the Slack username of the concerned team member.



2. You will see the list of approved leaves for that user, both past and upcoming, with a Delete button right below each leave.









3. Click on the Delete button, for the leave you wish to delete and AttendanceBot will prompt you to specify a reason for deleting that particular leave request.




4. Once you have mentioned the reason for deleting the leave, hit enter and the concerned user will receive a notification for the same on Slack.







Note:

To Delete your own leave, you can follow this article

",https://attendancebot.freshdesk.com/a/solutions/articles/17000093812
How do I check my leave balance in Slack?,"1. To check the number of leaves available with you, just type balance as a direct message to the app. 



The leaves for which the accruals have not been set, will be displayed at the end under ""Leave types with unlimited balance""





2. As a manager, you will have access to the leave balances of any member in your team.

Just type balance @username to the app and you can check leave balance of your reportee.

",https://attendancebot.freshdesk.com/a/solutions/articles/17000094186
How do I integrate my calendar in Slack?,"AttendanceBot easily integrates with your Google or Outlook calendar. You'll have the option of subscribing a public calendar to view your team's leave on a shared calendar, or integrating with a personal calendar to automatically set OOO and block unavailable time based on requested leave.



To integrate, simply message ""cal"" as a DM to AttendanceBot and follow the prompts.





For personal calendar integration, which allows you to automatically set OOO and block time in Outlook or Gcal, select ""Enable"" for the appropriate personal calendar and follow the link provided. This will walk you through an automatic sync process with your calendar provider.



For public calendar integration, which subscribes a chosen calendar to the AttendanceBot calendar, select ""get link"" and copy the calendar link displayed. Then follow the appropriate steps for your calendar type:



Apple Calendar

Open Apple Calendar and press ⌘-Option-S or select “New Calendar Subscription” from the “File” menu
Paste the URL and click “Subscribe”
In the following dialog, select “Every Hour” from the “Auto-refresh” dropdown in order to keep the calendar current

Google Calendar
Go to your Google Calendar
Click the down arrow next to “Other calendars” and select “Add by URL”
Paste the URL and click “Add calendar”

Office 365/Outlook 365
Sign in to Office365
Click on the “Other Calendars” menu, and choose “Open Calendar”
Enter the URL into “Internet Calendar” and click “Open”

Outlook.com
Go to outlook.com calendar and log in
Click “import” at the top of the window
Paste the URL into “Calendar URL” and enter a name into “Calendar Name”
Click “Subscribe”


Outlook 2016/2013

Switch to the calendar module.
In the Manage Calendars group on the toolbar, click Open Calendar.
Select the From Internet option.
Provide the path of your Internet calendar file.
Click OK.




Note: All calendars use local time of the user as determined by Slack. If you are a distributed team with colleagues in different time zones, you will see their time off converted to your local timezone.",https://attendancebot.freshdesk.com/a/solutions/articles/17000017361
How can I apply for a recurring leave?,"AttendanceBot has made it simple by just typing one command 



User can type in commands like ""Vacation on every Thursday""





Or ""Vacation on every 25th of the month""





We would show recurring vacations in the summary and in the report as we show other lea. 

Summary will have only 2 past as well as 2 upcoming vacations irrespective of whether it's a recurring vacation or any other vacation
Recurring vacations of future dates will show up at the end of the report. 


This leave will be set for 8 weeks only. At the end of the period, you will receive a message from the app if you wish to extend the leave or discontinue. 





If you wish to delete these recurring leaves, you can refer to this article. ",https://attendancebot.freshdesk.com/a/solutions/articles/17000049831
What are the different kinds of leaves?,"AttendanceBot comes with 5 different default vacation types. 

Vacation
Sick
Traveling
Work from home
Working remotely


You can create new leaves or edit leaves depending on your company policy by clicking on this link and selecting ""Create new""









Also, here's an article explaining how your employees can apply for leave. 



Note:

If you want to assign leave quotas and accrual logic for your employees, please refer to the vacation quota set up.

",https://attendancebot.freshdesk.com/a/solutions/articles/17000118259
How do I enable leave privacy to hide leave types?,"Leaves taken by your team are shown on team channel notifications, summary, and calendars. You have the flexibility to select which leave types to show and which to hide from public interfaces. For example, you might choose to show who is on ""vacation"" but hide who is ""sick"".



To hide a leave type, head to Vacation Management -> Leaves -> Leave Types and Quotas and select the leave type to hide by clicking on the ""Edit"" icon. 
Disable ""show leave type"" for the leave type.




Once disabled, the leave type will be hidden from all public interfaces (channel notifications, summary, and calendars). For example, if a team member now takes a ""sick leave"", channel notifications or the calendar will say, ""@user is on leave"" instead of ""@user is sick"". 
Note: Managers can still see the leave type will approved their employee's leave 

",https://attendancebot.freshdesk.com/a/solutions/articles/17000105285
How to setup leave quotas based on my company policy?,"You can refer to this video tutorial for understanding how to apply quotas: 




Below is the step wise process to set up accruals:



a) To setup leave accruals for your team in AttendanceBot, head to your Settings Panel by typing settings to the bot. Once you are in, navigate to VACATION MANAGEMENT-->Leaves-->Leave Types and Quotas page. By default, we have 8 different kinds of leave types, each with an unlimited balance and annual accrual interval. This means everyone can avail unlimited number of leaves for each leave type.



You can disable any leave type by clicking on the toggle button for status. To delete any leave type, you can click on the edit pencil and delete from within the configuration window.





b) You can also create any number of custom leave types. To do so, click ""Create New"", title the leave and assign synonyms associated with the leaves from the keywords section. Leave synonyms are the words which are associated with that particular leave and can be used while applying for a leave in AttendanceBot.

In the case of parental leave, you might include synonyms like maternity, paternal, or child care. In the case of ""Working from office"", keywords might include wfo, ito, hq, or even ""driving in"". Just mention all permutations of the word which you want to enable employees to use while requesting.



This is a good place to do some localisation in terms of language as well. If you are creating vacation types for non English speaking employees, you can add some synonyms in their local language. Set the basic rules for this new leave type.








c) If you need to set specific leave accruals for any leave type once again navigate to the edit window and select the second tab ""accrual settings.""



There are various settings that needs to be configured, with limited accruals requiring more configuration than unlimited.



Unlimited Leaves allotted 



Limited Leaves allotted





Meanings for each configuration are below: 



1. Allow hourly time offs : Users will be allowed to apply for leave by the hour; quick commands require start and end times like ""wfo 12pm to 3pm Thursday""



2. Enable half days : Users will be allowed to take half day leaves; quick commands require ""first half"" or ""second half"" with each request like ""sick second half today.:



3. Approval required : The leave will require approval from each employee's manager before confirmation in the system. If false, the leave type will be confirmed on request and send an FYI to managers.



4. Unlimited quotas : All users with access to this leave will have an unlimited balance. The following accrual settings apply only when quotas are ""limited"":



4.1 Accrual period : Interval during which the leave accruals happen. Annually mean all leave is accrued at the start of each year, whereas each subdivision divides the annual accrual into requisite number of periods and users only accrue that sub-total on the interval specified.



4.2 Annual leave count in days : Total number of leaves accrued annually. AttendanceBot will automatically calculate hourly & payroll accrual based on this annual number.



4.3 Cap on annual leave count : The maximum balance which users can accrue for this leave at any one time. One a user reaches this cap, all additional accrual will lapse and accrual will cease until after balance has dropped below this maximum.



4.4 Rollover in days : Number of days leave which rollover from one year to the next. If set at 0, all unused leaves are lost at the end of each year.



4.5 Allow negative balance : Allows users to request leave after they have exhausted their leave balance.



4.6 Max negative allowed in days : Grants the users specified days of leave they can use after they have exhausted their leave balance. ",https://attendancebot.freshdesk.com/a/solutions/articles/17000051255
How do I add holidays for my team?,"Simple, type ""settings"", head to the link shared with you.







Head to Vacation Management-->Calendar-->Holidays to create holidays for your team. 







Note:

If you have people working in different countries or offices, you can also create office and country specific holidays.

Just pick the office while creating the holiday and it will be mapped to employees with that office only. 

For more details please read more about multi office holidays. 











Once created, your team can lookup upcoming holidays by typing 'holidays' and plan their vacations accordingly.

",https://attendancebot.freshdesk.com/a/solutions/articles/17000118248
How to setup multiple offices and their holidays,"To set up your multiple offices type 'settings' and head to your settings panel. 



You can click on Offices in the sidebar navigation to create and manage your offices. You can use the ""Create new"" option to create a new office.



Once created, you will be able to assign people offices by going to your People option in the sidebar and editing the offices for people inline under the tab Personnel.







You can now create holidays for each office. 

",https://attendancebot.freshdesk.com/a/solutions/articles/17000051706
How do I upload medical certificates for my Sick days?,"1. To upload a certificate for your vacations, just type 'upload' command into the AttendanceBot. 

2. You'll be presented with a list of your recent vacations and you can tap on the Upload button against the vacation for which you want to upload a certificate. 





3. After you select upload for the required leave, you will receive a prompt from AttendanceBot which looks something like this 



4. Upload the file into the Atten",https://attendancebot.freshdesk.com/a/solutions/articles/17000063988
Can I automate time-off requests using Slack's workflow builder?,"1. With the workflow builder, you can automate routine tasks on Slack such as welcome new teammates, run daily standups, make team-wide announcements, and so on. Not only do you save time but also stay focused with workflow automation. 



2. For example, you might want to send time-off requests to your payroll software or simply record the time-offs on a Google sheet, which will be processed later. Admins can do so with AttendanceBot steps.



Here are the steps to follow:

You can either open Slack’s workflow builder (under Tools in the workspace menu) or launch the workflow builder by clicking on the Shotcut lightning icon from any channel.
You can either create a workflow from scratch or choose from the templates.
Connect the apps that you'd like to automate to Slack.
Next, the workflow builder will guide you through the process of selecting and creating a workflow that performs the intended task.
Publish the workflow.
Access the workflow from the Shotcut icon or the workflow option under Tools.


The following video is a step by step example of how to create a workflow builder.




",https://attendancebot.freshdesk.com/a/solutions/articles/17000110882
How can I apply for a leave for next year?,"Please type ""Apply"" command as a DM to AttendanceBot and follow the prompt by entering details like leave type, leave duration, dates and hit ""Confirm""





If you have any question, you can reach out to us by typing ""Dialm"" as a message to AttendanceBot and open a ticket with us. 

",https://attendancebot.freshdesk.com/a/solutions/articles/17000118253
How can a manager check overlapping leaves when approving a new leave request?,"1. When a manager gets a leave request, it is possible that there might be no overlapping leaves. In this case, the manager will simply get a message ""No one is on leave during these days"" and the manager can simply Approve or Deny the new leave request.







2. In case there is an overlapping you will an additional button. Click on the ""Show Overlapping dates"" to get a list.







You can set the scope of overlapping leaves to 4 levels

Company - This is the default scope and it shows leaves from anyone else across the company. We recommend this setting for companies <100 people.
Office - Show overlapping leaves from everyone in the same office as the person applying for the leave
Department - Show overlapping leaves from everyone in the same department as the person applying for the leave
Team - Show overlapping leaves from everyone in the team of the person applying for leave (the entire extended tree of people) as well as the peers of the person applying for leave, where peers are defined as other people who directly report into the manager approving the leaves.


To change the scope, please reach out to the support and we would be happy to assist.

",https://attendancebot.freshdesk.com/a/solutions/articles/17000118254
Hybrid Work Setup,"AttendanceBot allows you to configure workplace settings for a hybrid work model in which you may have desired days-in-office policies, office capacity constraints, or custom communications for your distributed team.



For each policy constraint, you'll be able to set rules universally, per office, or per department:





Office capacity limits are very straightforward, and prevent employees from booking WFO once the stated maximum limit has been reach (per planned WFO). Employees trying to schedule WFO past capacity will be notified that the office is full and directed to their manager for further instruction.





Alternatively, setting expected days-in-office allows administrators to create weekly minimum number of days employees should book in the office. Once set, this policy enables two optional reminders to help employees build good habits: one reminder sends direct notifications to employees when booked days-in-office fall short, the other reminder sends overview notifications to managers outlining booking status for their direct reports. Both reminders use configured workweek to automatically remind two days before EOW and the two days after start-of-week if scheduled WFO does not meet minimum goal.









Once configured, reminders will look like the following:



Employee View: 



Manager's View:





These settings help hundreds of teams optimize their hybrid workplace, but if you still face challenges configuring to your unique team, feel free to share feedback or ask for help at sarah@harmonizehq.com.",https://attendancebot.freshdesk.com/a/solutions/articles/17000124707
Seat Availability and WFO Booking,"Employees can use the 'Seats' command as a direct message in AttendanceBot to check the number of seats available in their office.



Seat capacity is set at the office level and availability is blocked when users apply for ""working from office"" leave in AttendanceBot. As long as your office has not hit capacity, you can use the apply command to book a WFO seat for yourself.













Admins have the additional options of viewing the seat calendar from the settings dashboard under Hybrid Work >> Seat Calendar.





If you face any issues using the seats command or the seat calendar, let us know by logging a ticket for us using the 'Dialm' command as a direct message in AttendanceBot & our support team will get back to you with a solution.

",https://attendancebot.freshdesk.com/a/solutions/articles/17000124503
How does leave approval work in the AttendanceBot?,"Once your team has set up their managers, you could set up an approving hierarchy for the time-off requests by employees. Using AttendanceBot, you can set up 4 levels of approval hierarchy. Head on to the Approval Settings on your settings dashboard.





Here, you can enable the levels and select the appropriate approving manager for each level. It could either be the manager of the previous level or a specific person from the team. This makes your approving process seamless and easy to manage. 



Workflow



Whenever an employee creates a leave request, the request would be passed on to the approving manager's AttendanceBot on slack like this:





Next the manager can either deny or accept the leave request. If he denies the request a message would be sent to the employee saying that the leave has been denied. 



In case the leave request is approved, it would either go to the next approving manager(if any set by the admin) or a message would go to the employee that the leave has been approved. 







The employee also has the option of giving additional details while applying for a leave as comments. The manager also has the option of adding remarks/comments while approving or denying the request. 

",https://attendancebot.freshdesk.com/a/solutions/articles/17000131996
How do I track my time in Slack?,"To record your punches for in and out, simply type the command ""in"" and ""out"" as a direct message (DM) to the AttendanceBot.



a) If you have project assigned to you, then AttendanceBot will give you the prompt to enter the details like Project name, client etc. You can select these from the drop down and hit ""confirm""



b) After the details have been entered and confirmed, you will receive a message like this :



c) For punching out, simply type in the command ""out"" into the AttendanceBot.





Summary:

You can look at your summary for the current day by typing ""timesheet"" and to generate the report, please type ""timesheet report"". You can check out this article explaining how can you do that





You can always get a quick reference to the time tracking features by typing help.



Note:

To track your time for a specific project or a client, just follow this article

",https://attendancebot.freshdesk.com/a/solutions/articles/17000118256
How do I apply for lunch or break in Slack?,"Break-

To apply for a break in AttendanceBot, just type break for 10 mins or brb in 10 mins. You can set the duration as per your convenience.

Once you're break time is over, AttendanceBot will notify you, on Slack, asking you to punch back in.

You can either press the Yes button, if you are done with your break, or press the No, still on break button if you want to extend your break.

AttendanceBot will then ask you to provide a time by which you want to extend your break. You can type the duration and press enter to confirm your new break time.




Lunch-
To apply for a lunch, just type lunch to the app and you will receive a confirmation.
The lunch duration can be set from your Settings Panel. You can refer to this article for the process of setting up lunch hours.

Note: 

If you are back early from your break or lunch time, you can punch back in anytime(by typing in to the bot) and your lunch/break duration will be calculated accordingly.",https://attendancebot.freshdesk.com/a/solutions/articles/17000063989
